sentence,polarity
"送別の餃子　中国・都市と農村肖像画
井口淳子
灯光舎

数十年の間に中国でのフィールドワークで出会った中国のさまざまな人。「怖いものはない」",irony
子育ては仕事より過酷だから、産後は子育て他を夫に任せて妻が仕事すればよいのでは,irony
フェミが終わらす,irony
やっとドラゴンボール観てきた。鳥山が関われば関わるほど設定の矛盾や粗が気になる,irony
"平日の電車がメインプレイスポットだったんだけど
じわじわ職場が近くなった結果遊ぶにはどうにも中途半端な乗車時間になってしまう",irony
口先の理念が軽薄な虚構でしかなく差別側に回りたい回りたいと願ってやまないその内心を見抜かれているからこそ、この種の媚びてすり寄るような逆差別の誘いに対し容易に便乗してしまうし、女性から出てきたので女性には逆らえないという典型的母性神話を強化してしまう,irony
国家観の中に表現の自由を護るという姿勢を包摂しているバラエティーパックのような候補者がいたら、その人に一票いれた方が効率が良いんだけど、彼らは拘りが強いから少し引いて捉える事が出来ない,irony
松崎さんの大嫌いな「金と国家権力にものを言わせる三昧」が裏で松崎さんが大好きな達郎さんの特集をやっている,irony
ニンジャ狩りの騎士がニンジャ,irony
"「育児は労働より大変だから労働をしたらいかが？」
",irony
"青に含まれる「孤独」や「寂しさ」などの「ネガティブな意味」は、貴族の圧政に苦しむ(ラクシ含む)市民達の痛みなのかな……
それとも罪とわかっていても続ける盗み",irony
身分制度から我々を解放するはずだった学歴という指標が、これまた身分制度と同化している,irony
ドラゴンズがビハインドを負うほどに根尾くんの登板が見られる,irony
「言いたいこと理解して欲しいこと」があるって凄く人間らしい欲望なのね。「私が絶対正しいと思って考えやってることを誰かわかって共感して！」が人と人を繋いだり時に拒絶したりして世を動かしてる。ようやく主張を捨てデコール一筋lifeに到達したのに実は死んでた,irony
比例代表の投票用紙に「財務省」って書いてやる,irony
暑さに慣れない6月に35度40度なんて高気温を体感すると、月数百円〜数千円もらっても真夏にエアコンの温度上げて節電しようなんて思えないが、節電を促そうと国が還元額を積み増せば積み増すほど本来の節電の価値から乖離していき、まともなDR普及の阻害要因になる,irony
SNSの普及で言いたい事が何でも言える世の中になった方がよっぽどポイズンの毒性が上がる,irony
戦前の日本が望んでた世界に近づきそうな予感があるけど、そこからの距離が一番遠そうなのが日本,irony
そして連邦最高裁は、今回のDobbs判決でRoe v. Wadeを覆す前日には、NYの銃規制に違憲判断を下し（しかも同じ日に上院が規制強化法案を可決,irony
亡くなったまさにその日にこの文章が輝く,irony
冬空フィデル見て覚醒フィデル,irony
"例のブルーマウンテンさんに連なるスレッドで突っ込みの人からブロックされてたけど
「青山氏はこういう機転もきかないから多分SNS発信のフォローする人やブレーンもいないんだろう」
",irony
ポコチャの広告効果でYoutubeプレミアム加入したくなる,irony
死にたくないから車に乗るしかない,irony
品が無えのは使ってるドライバーであって道のほうは穏やかに走ってほしいと願ってる,irony
消費減税、インボイスは絶対に争点に上らせないぞ、変えさせないぞ、ということですかね。裏面でで憲法は簡単に変えようとしたがる。まさに今、憲法がその機能を最大限に発揮している,irony
"『スマートな悪』
戸谷洋志　著

スマートさの追求は考えること、感じることの放棄を促す。最初は20世紀の『歯車』からの解放を目指した技術・システムだったのに今や新たな『歯車』と化すことを加速する",irony
三島由紀夫の英語以上にタレントのニックの三島由紀夫愛が半端ない戦勝国出身のニックが三島由紀夫のことを、良くわかっている,irony
ハイデガーの（中略）われわれの文脈における重要な点は、「公的なものの輝きがあらゆるものの光輝を奪う」,irony
"世界で最も平和な場所は水中だと思うことがある。
とコメント

うまいこと言うなーと思ったが

その平和な場所で失神しちゃったわけだから

平和はどこにも無い",irony
